1	 0.482
4	 0.370
5	 0.902
6	 1.336
7	 0.740
8	 1.102
9	 1.067
10	 0.489
11	 0.081
12	 1.484
13	 1.128
14	 1.200
15	 1.166
16	 0.421
17	 0.425
18	 1.567
19	 0.955
20	 0.516
21	 1.438
22	 0.962
23	 0.456
24	 0.528
26	 0.535
27	 0.671
28	 0.468
29	 1.041
30	 0.142
31	 1.453
32	 0.040
33	 0.466
34	 0.514
35	 0.916
36	 1.150
38	 0.778
39	 0.475
41	 0.026
42	 0.387
43	 1.032
44	 1.104
46	 1.035
47	 1.150
48	 1.164
49	 0.450
51	 0.906
52	 0.196
53	 5.000
54	 1.030
57	 0.863
58	 0.520
59	 0.091
60	 0.386
61	 1.081
63	-0.047
64	 1.156
65	 1.147
66	 0.401
67	 0.495
69	 0.135
72	 0.671
73	 1.446
74	 1.068
75	 1.524
76	 1.670
77	 0.022
78	 1.203
79	 0.529
80	 0.566
81	 0.642
82	 1.107
83	 1.726
84	 0.852
85	 0.359
86	 0.018
87	 0.430
88	 0.911
89	 1.566
90	 0.500
91	 1.300
92	 0.944
93	 0.619
94	 0.644
95	 0.513
97	 0.530
98	 0.551
100	 0.898
101	 0.509
102	 1.550
103	 0.538
105	 0.455
106	 0.970
107	 1.615
108	 1.315
109	 0.388
111	 1.308
113	 0.021
115	 0.160
116	 0.435
117	 1.093
118	 0.606
119	 1.071
120	 1.183
121	 1.197
122	 1.254
123	 1.169
124	 0.407
125	 0.366
126	 0.969
127	 0.942
128	 0.182
129	 0.559
130	 1.080
131	 0.200
132	 0.358
133	 0.545
134	 0.264
135	 0.620
136	 1.153
137	-0.042
139	 1.289
140	 0.546
141	 1.350
142	 0.730
143	 1.033
144	 1.364
145	-0.128
147	 1.569
148	 0.584
149	 0.932
150	 1.060
152	 0.456
153	 0.459
154	 1.631
155	 0.283
156	 0.100
157	 0.903
158	 0.999
159	 0.292
160	-0.052
161	 1.500
162	 0.696
163	 0.107
164	 0.970
165	 0.450
166	 0.660
167	 0.060
168	 1.113
170	 0.509
173	 0.248
175	 0.923
177	 0.172
179	 0.534
180	 1.171
182	 1.004
184	 0.888
186	 0.182
187	 0.500
188	 0.488
191	 1.490
192	 1.032
193	 0.944
194	 0.315
195	 0.517
196	 1.677
197	 0.952
198	 0.276
199	 0.074
200	 0.323
202	 0.303
203	 0.981
204	 1.274
205	 0.384
206	 0.436
208	 0.967
211	 0.832
212	 0.318
213	 1.003
214	 0.290
215	 1.800
216	 0.016
217	 0.118
218	 1.005
219	 0.602
222	 1.113
224	 1.010
225	 0.489
226	 0.254
228	 0.532
230	 0.423
231	 0.500
232	 0.007
234	 0.310
237	 0.903
238	 0.526
239	 0.521
240	 0.565
241	 1.010
242	 0.967
243	 1.041
244	 0.668
245	 1.036
246	 0.990
249	 0.552
251	 1.349
253	 1.176
254	 0.051
255	 0.421
256	 0.461
257	 0.081
258	 1.122
259	 1.455
260	 0.432
263	 1.473
264	 1.174
265	 1.688
266	 1.125
268	 1.462
269	 1.125
270	 0.146
271	 0.232
272	 0.979
273	 0.041
276	 0.636
277	 0.353
278	-0.023
279	 0.120
280	 0.134
281	 1.655
282	 1.408
283	 0.353
284	 0.956
285	 1.212
286	 1.006
287	 1.538
288	 1.071
289	 1.011
290	 0.563
291	-0.123
292	-0.019
293	 0.488
294	 0.401
295	 0.397
296	 0.780
297	 0.060
298	 1.015
300	 0.244
301	-0.047
302	 1.629
304	 0.136
307	 1.260
308	 0.303
309	 0.230
310	 0.700
311	 0.456
312	 0.360
314	 0.540
315	 0.657
317	 0.314
318	 1.115
319	 0.260
320	 5.000
321	 0.607
322	 0.992
323	 1.003
324	 0.491
325	 0.615
326	 1.692
327	 0.390
328	-0.085
330	 0.274
331	 0.882
332	 0.563
333	 0.160
334	 0.080
335	 0.253
336	 1.680
337	 0.750
338	 1.450
339	 0.037
341	 1.069
342	 0.549
343	 1.084
344	 1.500
345	 0.006
346	 1.031
347	-0.089
348	 0.640
349	-0.058
350	 1.100
351	 0.855
352	 0.800
354	 1.001
355	 1.619
356	 0.611
357	 0.444
358	 1.025
359	 0.639
360	 1.162
361	 1.036
362	 1.169
363	 2.530
364	 1.149
366	 1.181
367	 0.239
368	 1.249
369	 0.950
370	 1.260
372	 1.072
373	 1.508
376	 0.881
377	-0.100
378	 0.422
379	 1.051
380	 0.792
381	-0.014
382	 0.368
383	 0.433
384	 0.376
386	 0.652
387	 0.556
388	 0.394
389	 0.002
390	 5.000
393	 0.964
395	 0.036
396	 1.256
397	 0.082
400	 0.755
401	 1.614
402	 0.475
403	 0.674
405	 1.201
406	 1.570
407	 0.710
408	 0.986
409	 0.461
411	 1.540
413	 0.537
414	 0.889
415	 0.415
416	 0.759
417	 1.099
418	-0.067
419	 0.860
420	 0.577
422	 1.288
425	 0.593
427	 1.124
428	 1.472
429	 0.644
430	 1.128
431	 0.496
432	 0.174
433	 1.037
434	 0.692
435	 0.538
436	 1.076
437	 0.998
438	 0.991
439	 1.462
440	-0.006
441	 0.940
442	-0.060
444	 1.156
445	 0.191
446	 1.093
448	 1.120
449	 0.782
450	 1.199
451	 0.460
452	 0.599
453	 1.045
454	 0.990
456	 1.123
457	 1.620
458	 1.444
459	 0.666
460	 0.735
462	 0.446
463	 0.995
466	 1.174
467	 0.725
468	 0.993
469	 1.444
470	-0.180
471	 1.537
472	 1.187
474	 0.247
475	 0.636
476	 0.901
477	 0.353
478	 0.524
479	 0.923
480	 1.100
481	 0.677
483	 0.097
484	 0.787
485	 0.045
486	 0.507
489	 0.782
490	 0.595
491	 1.190
494	 0.585
496	 1.564
498	 0.239
499	 0.915
500	 1.812
501	 1.357
502	 1.531
503	 0.930
504	 1.112
506	-0.039
507	 1.576
509	 0.633
511	 1.108
514	 0.418
516	 1.612
517	 0.476
521	 1.220
523	 1.550
524	 0.487
525	 1.086
526	 0.256
527	 1.431
528	 0.593
529	 0.402
530	 0.624
531	-0.023
532	 0.526
533	 1.045
535	 0.590
536	 1.390
537	 0.410
539	 0.426
540	 0.986
543	 0.506
544	 0.752
545	 1.107
546	 1.038
547	 0.548
548	 1.233
549	 0.490
552	 0.759
554	 0.690
555	 0.494
556	 0.574
558	 1.631
559	-0.090
560	 0.386
561	 0.710
562	 0.951
563	 1.107
564	 0.580
565	 0.567
566	 1.125
567	 1.123
568	 1.234
569	 0.580
572	 1.114
573	 0.955
574	 0.446
575	 0.510
576	 0.050
577	 0.761
578	 0.387
579	 1.552
580	 0.494
581	 0.203
582	 0.190
583	 0.295
585	 0.061
586	 0.512
587	 0.405
588	 0.333
589	 0.345
590	 1.552
591	 1.054
592	 0.330
593	 0.323
594	 0.226
595	 0.503
596	 0.419
597	 0.407
598	 1.441
599	 0.599
602	 0.133
604	 0.653
605	 1.532
606	 0.463
607	 1.011
609	 0.271
612	 0.466
613	 1.590
614	 1.010
615	 0.249
616	 0.798
617	 0.451
620	-0.018
621	 1.703
623	 0.379
624	 0.584
625	 1.008
627	 0.790
628	 0.170
629	 0.953
630	 0.456
631	 1.158
633	 1.127
635	-0.146
637	 1.196
638	 0.244
639	 0.964
640	 0.181
641	 0.610
642	 0.595
643	 0.570
644	 1.087
647	 1.450
649	 0.505
650	 0.408
651	 0.434
653	 0.306
654	 1.042
655	 1.119
656	 0.617
657	 0.961
658	 1.079
660	 0.215
661	 1.113
662	 1.227
663	 0.550
665	 0.730
666	 0.393
667	 1.053
668	 0.915
669	 0.624
670	 0.310
671	 1.034
675	 1.193
676	 0.570
679	 0.098
680	 1.179
681	 0.470
682	 0.626
684	 0.157
685	 0.988
686	 0.493
687	 1.460
688	 0.508
690	 0.675
692	 1.618
693	 0.419
694	 0.435
696	 1.664
697	 0.415
698	 1.326
699	 0.504
700	 0.963
701	-0.006
704	 1.125
706	 0.473
707	 1.113
708	 0.471
709	 0.481
711	 0.965
713	 0.473
714	 1.568
715	 0.460
716	 0.976
718	 0.510
719	 1.146
720	 1.640
722	 0.537
725	 1.640
726	 0.620
727	 0.364
729	 1.043
731	 1.260
732	 0.417
733	 0.714
734	 0.432
735	 0.383
736	 0.811
738	 1.493
739	 0.549
740	 0.476
742	 1.339
745	 0.671
748	 0.537
749	 0.972
752	 0.617
753	 0.812
755	 0.932
756	 5.000
757	 1.033
758	 0.446
762	 0.830
764	 0.442
766	 0.484
767	 0.031
769	 1.220
770	 0.490
771	 1.439
772	 0.687
773	 1.005
774	 1.029
775	 1.068
776	 0.524
778	 0.355
783	 1.630
784	 0.075
788	 0.469
789	 0.486
790	 0.560
791	 0.644
792	 0.906
793	 0.955
796	 5.000
798	 0.164
799	 1.072
800	 1.301
